# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "20" "-t" "CDS" "-g" "locus" "-a" "/media/lu/lu202306/ref/PAO1forsRNA.gff" "-o" "counts.txt" "PA0806.1-1.sorted.bam" "PA0806.1-2.sorted.bam" "PA0982.1-1.sorted.bam" "PA0982.1-2.sorted.bam" "PA1014.1-1.sorted.bam" "PA1014.1-2.sorted.bam" "PA1270.1-1.sorted.bam" "PA1270.1-2.sorted.bam" "PA1367.1-1.sorted.bam" "PA1367.1-2.sorted.bam" "PA2734.1-1.sorted.bam" "PA2734.1-2.sorted.bam" "PA2736.2-1.sorted.bam" "PA2736.2-2.sorted.bam" "PA3471.1-1.sorted.bam" "PA3471.1-2.sorted.bam" "PA4639.1-1.sorted.bam" "PA4639.1-2.sorted.bam" "PA4640.1-1.sorted.bam" "PA4640.1-2.sorted.bam" "PA4642.1-1.sorted.bam" "PA4642.1-2.sorted.bam" "WTEV-1-1.sorted.bam" "WTEV-1-2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	PA0806.1-1.sorted.bam	PA0806.1-2.sorted.bam	PA0982.1-1.sorted.bam	PA0982.1-2.sorted.bam	PA1014.1-1.sorted.bam	PA1014.1-2.sorted.bam	PA1270.1-1.sorted.bam	PA1270.1-2.sorted.bam	PA1367.1-1.sorted.bam	PA1367.1-2.sorted.bam	PA2734.1-1.sorted.bam	PA2734.1-2.sorted.bam	PA2736.2-1.sorted.bam	PA2736.2-2.sorted.bam	PA3471.1-1.sorted.bam	PA3471.1-2.sorted.bam	PA4639.1-1.sorted.bam	PA4639.1-2.sorted.bam	PA4640.1-1.sorted.bam	PA4640.1-2.sorted.bam	PA4642.1-1.sorted.bam	PA4642.1-2.sorted.bam	WTEV-1-1.sorted.bam	WTEV-1-2.sorted.bam
PA0174	chromosome	198080	198682	-	603	10	2	206	216	170	88	3	4	206	322	125	131	343	244	6	0	7	5	5	9	21	31	132	115
PA0175	chromosome	198688	199530	-	843	25	6	734	848	762	349	16	7	1054	1427	748	690	1606	1394	15	10	36	9	13	6	148	139	481	526
PA0176	chromosome	199600	201639	-	2040	158	71	6289	6484	6405	2858	60	46	9223	12746	6622	5846	15186	12982	51	61	171	39	87	48	940	959	2592	3054
PA0177	chromosome	201675	202160	-	486	23	13	597	623	580	298	15	9	717	918	501	417	883	792	16	12	35	6	9	15	115	105	193	262
PA0178	chromosome	202147	204066	-	1920	93	40	3127	3277	2403	1015	79	44	2764	3822	2062	1966	4586	3773	63	51	231	45	101	49	875	852	1957	2051
PA0179	chromosome	204094	204459	-	366	92	13	3274	3428	3802	1749	53	27	4353	5910	3257	2791	7078	5590	58	30	167	47	59	48	1021	956	2551	3030
PA0180	chromosome	204657	205829	-	1173	67	56	923	894	1223	625	62	55	1345	2049	873	761	1514	1239	68	36	120	49	68	70	498	460	658	910
PA0181	chromosome	206022	206954	-	933	38	18	240	185	65	23	24	29	89	70	60	52	83	85	28	18	31	25	30	27	331	324	101	101
PA0182	chromosome	207071	207823	+	753	27	7	138	118	22	4	7	12	23	32	8	9	32	10	10	9	11	8	12	13	131	152	37	28
PA0183	chromosome	207923	209533	-	1611	45	26	184	207	70	32	25	23	47	67	40	38	77	75	31	27	38	24	40	31	238	180	89	57
PA0184	chromosome	209621	210460	-	840	11	5	39	34	12	8	7	6	12	8	17	4	13	21	10	4	8	7	10	6	45	57	24	13
PA0185	chromosome	210457	212073	-	1617	2	3	43	22	22	8	12	0	14	38	5	8	29	16	4	4	12	11	0	7	54	42	44	33
PA0186	chromosome	212340	213401	+	1062	16	9	71	55	32	9	10	5	36	55	22	23	78	38	12	0	10	14	13	6	67	56	23	38
PA0187	chromosome	213819	214634	+	816	0	0	63	57	77	29	4	6	120	153	61	39	101	80	2	3	14	4	4	3	22	26	34	59
PA0188	chromosome	214631	215512	+	882	2	4	22	31	31	4	2	1	49	71	10	26	31	38	0	2	9	2	2	0	13	11	19	18
PA0189	chromosome	215550	216908	-	1359	2	8	31	41	12	2	10	4	21	32	13	13	20	27	0	9	1	8	6	2	34	29	38	24
PA0190	chromosome	217156	217881	+	726	16	2	54	39	15	11	0	4	14	34	16	6	19	24	4	3	11	2	4	6	40	36	29	32
PA0191	chromosome	217905	218822	-	918	6	0	61	54	17	13	6	4	16	15	17	8	41	24	6	8	17	6	14	14	57	95	12	20
PA0192	chromosome	219172	221544	+	2373	15	14	57	90	5	4	9	0	27	36	18	20	39	24	10	6	14	4	12	4	60	66	40	27
PA0193	chromosome	221585	222487	+	903	9	4	80	71	41	8	6	4	26	52	14	18	65	38	10	4	4	7	7	10	42	61	17	30
PA0194	chromosome	222555	223454	+	900	15	7	42	52	22	14	6	6	24	34	12	14	54	39	2	2	23	14	6	7	59	55	30	37
PA0195	chromosome	224101	225217	+	1117	70	41	1191	1176	379	191	43	28	496	807	347	338	1019	931	33	44	95	33	58	58	415	429	386	396
PA0195.1	chromosome	225295	225603	+	309	3	4	236	212	44	35	9	5	54	114	67	59	102	89	8	7	5	10	4	16	56	68	47	54
PA0196	chromosome	225603	227039	+	1437	35	16	1224	1275	325	123	14	28	285	397	237	267	580	452	24	10	84	25	23	17	289	283	167	171
PA0197	chromosome	227382	228194	+	813	14	21	56	26	28	14	18	20	36	63	20	16	35	36	26	7	21	10	19	12	36	42	21	17
PA0198	chromosome	228223	228942	+	720	30	27	42	44	43	21	39	30	50	65	27	16	54	49	43	23	35	42	31	42	63	41	35	28
PA0199	chromosome	228944	229345	+	402	103	81	162	184	194	80	67	76	272	335	122	102	158	164	74	57	144	84	148	131	156	224	31	49
PA0200	chromosome	229526	229738	-	213	141	124	1122	1124	731	343	105	124	1052	1291	372	416	716	658	185	127	222	98	197	197	1114	1051	207	166
PA0201	chromosome	229954	230535	+	582	197	148	529	502	104	29	135	155	111	173	56	68	255	200	157	111	258	141	212	260	1013	1061	165	137
PA0202	chromosome	230543	232000	-	1458	76	56	176	167	47	24	65	85	110	149	59	57	170	167	51	36	88	64	82	69	225	222	79	47
PA0203	chromosome	232066	233100	-	1035	5	4	52	66	40	14	4	1	43	54	6	18	55	49	6	3	8	6	4	0	30	60	19	13
PA0204	chromosome	233123	233932	-	810	3	2	32	33	16	15	0	1	32	43	27	29	63	53	0	0	4	0	4	2	42	27	44	25
PA0205	chromosome	233929	234849	-	921	2	4	63	54	23	11	0	4	30	60	20	15	78	55	2	4	6	4	1	3	61	61	25	38
PA0206	chromosome	234875	235987	-	1113	8	2	32	28	27	15	4	4	34	60	28	16	30	47	5	1	4	0	0	3	31	41	47	59
PA0207	chromosome	236218	237111	+	894	46	22	134	172	44	42	11	12	55	78	51	38	75	53	10	24	39	26	36	19	164	176	47	53
PA0208	chromosome	237232	238896	+	1665	6	15	265	247	2779	1332	9	0	3772	5421	2190	1875	3874	3383	10	12	12	10	12	7	143	122	411	484
PA0209	chromosome	238896	239777	+	882	4	1	78	62	570	279	7	4	997	1657	618	434	993	803	8	2	6	2	4	1	35	23	36	50
PA0210	chromosome	239779	240078	+	300	0	0	18	24	173	75	0	0	333	324	186	114	265	205	0	0	2	0	2	0	9	4	23	12
PA0211	chromosome	240071	240934	+	864	10	0	97	135	682	342	2	1	1064	1514	583	497	885	860	2	2	8	3	2	3	40	60	89	71
PA0212	chromosome	240931	241737	+	807	0	0	117	78	603	263	1	1	998	1221	434	408	871	766	2	0	5	4	3	2	52	54	78	106
PA0213	chromosome	241753	242445	+	693	1	2	66	88	205	90	2	2	352	449	164	155	380	253	0	0	4	4	6	6	36	31	53	48
PA0214	chromosome	242442	243374	+	933	9	3	105	109	292	105	2	6	402	517	145	151	298	308	5	4	18	2	6	15	88	93	87	59
PA0215	chromosome	243431	243835	+	405	2	3	41	44	82	47	8	4	72	116	53	45	63	29	3	0	12	2	2	11	26	41	14	21
PA0216	chromosome	243841	244605	+	765	2	8	67	48	59	21	5	5	69	118	36	48	51	53	6	0	4	0	1	7	49	51	26	32
PA0217	chromosome	244690	245619	-	930	10	14	74	82	52	22	10	10	42	72	26	29	43	39	10	8	26	4	21	11	143	127	63	78
PA0218	chromosome	245948	246868	-	921	15	18	185	156	36	26	16	7	61	78	38	35	73	41	12	8	12	18	21	34	265	218	65	101
PA0219	chromosome	247219	248709	+	1491	2	6	56	34	20	6	6	2	18	28	12	8	21	10	2	4	8	5	4	2	51	36	19	9
PA0220	chromosome	248767	250200	+	1434	4	15	36	64	25	13	4	13	33	65	37	23	47	31	14	0	18	11	8	8	58	75	39	40
PA0221	chromosome	250231	251613	+	1383	4	8	130	130	27	10	10	1	21	36	19	20	27	25	6	4	4	7	6	5	135	145	22	5
PA0222	chromosome	251777	252835	+	1059	6	0	14	15	12	6	4	6	8	15	12	2	4	5	5	0	0	2	2	4	34	20	17	8
PA0223	chromosome	252913	253794	-	882	17	3	59	73	20	4	9	3	19	14	6	14	29	11	6	9	45	7	14	18	74	80	17	34
PA0224	chromosome	253854	254636	-	783	9	8	62	68	19	10	20	8	37	34	7	15	41	18	9	16	2	15	15	10	67	88	54	50
PA0225	chromosome	254791	255330	+	540	18	14	124	115	62	28	21	13	67	76	48	38	60	47	15	17	34	16	15	18	154	154	108	111
PA0226	chromosome	255481	256332	+	852	8	1	35	28	16	8	6	7	32	12	24	7	23	16	9	5	5	10	6	10	82	51	22	48
PA0227	chromosome	256329	257111	+	783	4	2	36	34	7	3	3	5	14	16	8	11	21	6	5	2	6	8	2	15	39	41	7	26
PA0228	chromosome	257108	258313	+	1206	7	15	113	124	19	2	7	17	18	38	13	8	38	44	6	7	11	8	10	12	106	120	33	37
PA0229	chromosome	258463	259761	+	1299	8	13	56	63	51	14	11	2	55	63	38	13	60	64	7	8	14	6	4	19	70	49	37	27
PA0230	chromosome	259784	261163	+	1380	35	27	193	272	51	33	45	45	97	140	69	61	131	114	41	25	58	28	77	39	218	366	107	119
PA0231	chromosome	261179	261970	+	792	39	33	269	245	38	26	27	20	87	76	23	28	89	56	35	16	47	17	39	41	238	228	61	97
PA0232	chromosome	261981	262382	+	402	12	8	173	164	21	14	3	11	31	60	26	30	34	35	14	2	10	13	3	8	82	116	46	39
PA0233	chromosome	262557	263498	+	942	18	29	184	196	66	18	12	26	51	75	40	37	60	59	17	25	51	20	34	21	203	202	94	125
PA0234	chromosome	263689	264522	+	834	1	2	46	62	34	4	7	8	19	39	14	28	22	20	14	14	18	8	15	14	47	64	34	29
PA0235	chromosome	264964	266310	-	1347	2	4	34	33	4	2	4	2	26	20	2	4	14	28	4	2	4	0	2	5	37	42	22	38
PA0236	chromosome	266616	267395	+	780	12	9	51	78	29	26	16	2	68	81	34	39	108	76	11	4	22	10	6	10	57	79	81	78
PA0237	chromosome	267638	268681	+	1044	0	0	20	18	4	4	1	5	8	13	0	4	6	10	0	4	8	2	0	13	21	17	16	22
PA0238	chromosome	268704	269519	+	816	5	5	21	22	4	5	8	2	10	14	12	15	37	10	2	0	2	5	2	3	24	10	19	10
PA0239	chromosome	269669	270547	+	879	16	14	52	67	12	4	13	15	16	34	17	14	28	32	13	10	21	6	24	12	97	89	61	58
PA0240	chromosome	270573	271838	-	1266	7	6	53	68	10	0	6	17	27	14	7	10	55	28	9	0	6	3	4	11	54	55	30	32
PA0241	chromosome	271904	273229	-	1326	2	0	24	24	8	2	0	0	14	6	4	10	10	6	2	4	3	6	6	2	39	41	17	10
PA0242	chromosome	273775	275679	+	1905	16	6	52	76	10	2	6	8	33	29	6	6	34	24	12	4	5	0	4	12	48	66	26	25
PA0243	chromosome	275772	276440	+	669	19	20	128	123	131	55	8	7	67	158	59	72	94	69	26	13	23	9	36	30	157	152	136	138
PA0244	chromosome	276480	277334	-	855	1	3	11	23	8	2	8	2	9	17	10	8	22	20	0	0	5	3	4	6	16	26	30	12
PA0245	chromosome	277331	277777	-	447	4	6	12	18	7	8	7	5	9	8	0	1	6	12	8	4	18	9	3	3	18	18	19	13
PA0246	chromosome	277894	279399	-	1506	41	34	141	139	68	14	32	28	76	144	44	46	85	103	23	19	50	50	36	27	223	182	231	187
PA0247	chromosome	279574	280758	-	1185	6	1	95	84	25	8	2	6	24	14	8	13	22	32	4	0	12	9	5	12	80	64	29	26
PA0248	chromosome	280936	281802	+	867	29	31	157	184	43	20	26	18	52	78	41	35	81	66	18	10	29	28	34	24	218	158	90	81
PA0249	chromosome	281799	282245	-	447	22	2	139	185	65	38	2	5	65	113	54	41	101	63	14	4	14	13	17	14	82	89	52	54
PA0250	chromosome	282323	282757	-	435	22	15	446	475	266	103	12	10	268	355	189	148	291	243	11	20	31	17	16	21	238	236	249	172
PA0251	chromosome	282912	283553	-	642	12	7	22	38	6	1	3	8	19	12	0	4	5	16	6	4	9	6	8	7	16	25	9	22
PA0252	chromosome	283818	284105	-	288	5	4	31	30	15	12	3	6	16	17	6	9	14	21	4	4	8	4	5	8	27	11	31	26
PA0253	chromosome	284197	284673	-	477	23	7	58	57	42	0	8	9	27	52	17	22	39	25	6	5	16	6	11	8	51	56	49	38
PA0254	chromosome	284714	286204	-	1491	15	5	177	204	16	17	2	6	36	42	21	17	61	44	13	11	23	13	9	21	220	193	70	88
PA0255	chromosome	286338	287024	-	687	48	40	130	126	64	32	20	14	56	114	43	43	55	36	20	15	39	32	22	18	173	151	133	107
PA0256	chromosome	287188	288120	-	933	21	11	290	270	405	164	12	16	346	517	264	207	464	355	8	19	25	7	17	12	96	100	144	239
PA0257	chromosome	288384	289175	-	792	9	12	54	58	20	22	16	12	25	55	21	16	31	17	20	2	15	19	17	21	49	49	74	74
PA0258	chromosome	289205	289390	-	186	9	22	125	105	32	23	13	8	32	42	19	22	42	39	2	10	8	6	6	13	91	67	161	101
PA0259	chromosome	289562	291004	-	1443	203	214	1699	1760	610	289	157	128	623	837	454	423	797	786	132	148	364	175	236	214	1258	1168	1695	2138
PA0260	chromosome	291154	293304	-	2151	297	234	1655	1901	652	307	233	182	640	976	560	451	1114	936	180	107	380	182	206	201	1478	1479	2544	2543
PA0261	chromosome	293301	293798	-	498	15	12	165	179	66	30	11	11	92	115	47	69	146	123	11	10	13	11	6	6	133	148	280	351
PA0262	chromosome	293802	296861	-	3060	77	45	543	611	356	151	64	59	381	552	360	289	800	709	53	30	112	46	32	48	456	464	1603	1629
PA0263	chromosome	297043	297561	-	519	19	3	85	123	386	184	8	0	304	1451	318	14257	1090	654	6	0	21	1	3	2	19	17	3836	1847
PA0264	chromosome	299081	299497	-	417	83	69	508	588	190	75	74	80	234	270	121	106	270	182	61	52	123	80	104	104	527	567	464	478
PA0265	chromosome	299522	300973	+	1452	514	505	10629	10999	994	493	504	449	1044	1463	775	649	1642	1307	460	409	775	494	645	595	4589	4453	1705	2365
PA0266	chromosome	301218	302498	+	1281	1139	1156	21970	23000	1595	757	1085	1032	1981	2606	1205	1110	2586	2320	920	714	1519	1014	1330	1280	6343	6427	2876	3790
PA0267	chromosome	302824	304023	+	1200	74	70	279	341	135	73	58	66	201	250	119	100	366	237	56	36	99	92	70	53	429	497	295	296
PA0268	chromosome	304177	305598	-	1422	15	9	174	177	78	14	33	24	73	105	40	54	101	77	19	21	30	23	27	25	165	206	88	96
PA0269	chromosome	305725	306162	+	438	20	21	356	428	102	69	14	12	147	184	63	62	167	131	23	17	40	25	35	26	275	258	105	123
PA0270	chromosome	306174	306581	+	408	14	13	255	241	63	20	6	10	68	95	30	50	104	56	14	9	30	14	9	15	148	214	58	84
PA0271	chromosome	306615	306899	+	285	10	6	110	123	34	20	6	4	42	63	8	17	43	37	9	6	16	6	3	10	83	102	65	41
PA0272	chromosome	306896	307828	-	933	26	32	196	220	62	29	18	11	76	119	67	53	102	72	20	18	50	32	39	45	196	203	85	164
PA0273	chromosome	307878	309092	-	1215	3	2	23	23	13	4	3	2	16	27	30	6	22	33	3	0	4	4	4	6	23	45	29	37
PA0274	chromosome	309255	310025	-	771	1	7	30	28	151	72	5	5	219	228	72	111	122	150	16	6	9	12	22	6	29	22	42	50
PA0275	chromosome	310134	310820	-	687	22	18	108	117	97	43	17	19	174	182	48	70	148	165	5	8	35	21	24	16	169	169	102	122
PA0276	chromosome	310896	311411	+	516	9	12	46	42	51	23	6	3	53	57	35	14	70	53	2	6	18	6	8	0	50	56	46	65
PA0277	chromosome	311451	312209	-	759	68	64	167	165	37	14	68	76	52	75	20	33	61	74	62	67	119	100	70	78	223	282	218	910
PA0278	chromosome	312381	313133	-	753	6	2	21	46	12	13	6	4	6	22	15	10	26	11	1	6	8	5	13	2	40	45	37	18
PA0279	chromosome	313227	313925	+	699	12	8	167	124	55	37	8	9	103	143	47	45	110	97	10	4	22	14	16	18	90	139	77	87
PA0280	chromosome	313938	314927	-	990	27	27	355	386	56	14	19	19	47	59	17	24	100	86	25	23	54	42	35	54	433	382	98	107
PA0281	chromosome	314931	315800	-	870	34	22	156	184	25	11	21	8	31	26	15	18	66	42	22	14	27	23	33	17	212	214	54	56
PA0282	chromosome	315811	316629	-	819	23	10	177	231	14	6	24	29	21	56	12	30	51	49	28	16	41	28	14	36	306	240	5738	51
PA0283	chromosome	316791	317789	-	999	49	50	629	724	60	23	46	30	80	100	46	22	128	85	32	17	64	45	49	47	723	625	154	175
PA0284	chromosome	317966	318148	-	183	20	21	332	262	41	30	10	16	35	68	28	32	76	84	20	9	19	29	25	17	309	264	86	113
PA0285	chromosome	318312	320594	-	2283	107	84	374	434	198	78	92	87	170	190	106	80	246	183	87	78	130	119	124	116	750	715	393	440
PA0286	chromosome	320766	321944	+	1179	307	291	1537	1705	2378	1150	358	314	2459	3368	1549	1388	2470	2124	323	244	489	282	402	347	2217	1973	2601	3041
PA0287	chromosome	322175	323560	+	1386	5	10	13	17	11	8	9	2	20	26	8	7	20	13	4	4	3	0	4	2	25	27	19	20
PA0288	chromosome	323616	324572	+	957	14	1	59	60	21	8	0	6	24	28	25	15	19	18	8	4	18	14	12	6	36	53	39	38
PA0289	chromosome	324625	325587	+	963	16	15	155	156	55	18	14	15	65	107	41	37	93	77	25	4	26	18	40	25	154	175	83	91
PA0290	chromosome	325700	326671	+	972	40	15	161	182	103	39	25	12	136	194	97	68	204	146	18	22	20	9	12	37	169	165	183	158
PA0291	chromosome	327284	328666	+	1383	2128	1994	5292	5429	2867	1268	2483	1852	2688	4129	1456	1312	3798	3049	1891	1497	3031	1884	2192	2145	11492	11154	5163	7358
PA0292	chromosome	328801	329907	-	1107	165	157	1161	1164	255	142	168	155	470	444	222	189	518	416	160	132	269	196	184	253	1563	1531	812	756
PA0293	chromosome	329993	330871	-	879	63	58	146	183	29	17	43	81	60	67	26	15	27	53	47	56	93	47	62	55	299	291	90	98
PA0294	chromosome	331034	331699	-	666	50	45	145	143	56	26	40	29	101	101	55	48	137	82	30	44	57	42	32	49	226	219	178	150
PA0295	chromosome	331762	332823	-	1062	188	162	696	829	117	72	138	145	140	224	109	103	252	258	132	105	249	146	255	174	1553	1360	614	667
PA0296	chromosome	333079	334455	-	1377	497	474	6087	4597	5042	282	438	378	739	907	490	398	1824	877	430	317	686	444	629	592	5349	5311	1773	2397
PA0297	chromosome	334734	335486	+	753	146	93	830	653	357	170	103	84	328	407	251	234	520	373	97	71	184	87	134	120	1128	1016	367	672
PA0298	chromosome	335527	336885	+	1359	300	264	3869	4149	337	151	255	191	327	448	293	226	568	425	192	146	379	226	285	261	2981	2830	1113	1511
PA0299	chromosome	336951	338321	+	1371	454	409	15963	17078	1048	409	371	387	1054	1354	806	758	1898	1547	256	206	689	392	457	409	7330	7264	3557	3365
PA0300	chromosome	338437	339540	+	1104	524	428	15546	16362	2181	1086	410	426	2460	3176	1491	1409	3012	2375	436	293	765	439	592	482	10126	9871	2897	3875
PA0301	chromosome	339959	341056	+	1098	221	219	2776	2909	321	175	191	177	413	530	240	223	533	436	208	137	280	192	205	237	2620	2526	799	1266
PA0302	chromosome	341111	342265	+	1155	162	147	3549	3795	277	112	167	122	312	472	166	157	441	300	150	110	217	163	214	165	2512	2474	613	749
PA0303	chromosome	342292	343173	+	882	101	121	2266	2388	189	95	87	109	240	236	98	113	238	223	98	79	162	102	123	142	2030	1915	353	526
PA0304	chromosome	343256	344125	+	870	129	64	2107	2118	158	72	54	74	151	186	121	80	207	140	67	56	135	45	95	64	1380	1411	313	351
PA0305	chromosome	344303	346690	-	2388	121	112	974	1016	173	114	124	102	269	331	174	138	374	323	101	70	209	97	156	101	1044	1008	337	461
PA0306	chromosome	346801	347853	+	1053	98	62	527	585	421	222	70	75	508	637	370	339	948	723	73	39	79	39	83	65	409	430	539	546
PA0306.1	chromosome	347835	348473	-	639	178	125	3032	3241	2437	1031	114	103	2233	3171	1721	1429	3495	3089	148	77	269	90	181	185	1675	1428	2107	2622
PA0307	chromosome	348440	349051	-	612	54	39	65	72	75	29	24	20	105	140	187	63	98	143	26	12	29	20	45	38	106	89	161	263
PA0308	chromosome	349050	350069	+	1020	43	49	186	218	124	32	35	30	125	195	81	77	111	108	52	17	69	70	55	30	267	307	222	248
PA0309	chromosome	350089	350841	-	753	62	36	219	214	216	100	41	31	261	343	159	164	339	310	41	65	92	47	47	77	317	256	258	338
PA0310	chromosome	350890	351588	+	699	70	58	85	64	118	38	46	46	127	181	60	80	129	104	42	49	94	59	87	60	166	136	112	217
PA0311	chromosome	351610	352164	-	555	14	4	21	18	17	18	6	6	29	32	26	17	43	26	6	4	12	17	14	15	26	20	33	33
PA0312	chromosome	352430	352924	+	495	42	17	252	266	167	99	16	28	214	279	119	103	265	174	41	33	62	29	48	37	236	214	273	147
PA0313	chromosome	352927	353619	-	693	2054	22	268	242	145	78	16	25	138	218	122	90	261	228	16	29	40	11	42	41	198	243	153	167
PA0314	chromosome	353691	354461	-	771	55	57	814	826	542	246	66	64	662	938	353	382	856	700	66	78	158	67	105	79	600	631	416	487
PA0315	chromosome	354754	355191	+	438	208	185	2374	2731	937	417	154	180	1030	1696	581	559	1160	969	186	148	296	159	265	236	1759	1806	320	431
PA0316	chromosome	355248	356477	-	1230	390	390	1712	1894	772	316	332	335	872	997	473	546	1253	1865	317	267	571	337	455	407	3495	3437	2949	2760
PA0317	chromosome	356681	358075	+	1395	340	254	821	820	389	159	254	232	329	449	222	195	544	461	287	226	420	253	383	281	1396	1361	815	1278
PA0318	chromosome	358167	358832	+	666	113	113	682	725	174	81	87	74	214	345	131	117	265	266	97	94	165	91	123	101	664	775	296	337
PA0319	chromosome	358931	359920	+	990	65	83	222	275	151	92	56	73	178	269	101	94	190	139	57	42	77	75	63	66	334	292	357	333
PA0320	chromosome	359982	360332	+	351	10	9	112	141	128	64	9	11	165	198	81	72	198	171	12	12	18	4	19	12	70	88	233	451
PA0321	chromosome	360413	361447	-	1035	9	6	146	181	32	14	3	6	27	32	20	12	18	28	2	8	14	6	2	8	107	88	68	84
PA0322	chromosome	361463	362857	-	1395	6	11	71	97	32	26	5	11	19	31	9	36	79	28	7	9	8	0	8	6	126	136	103	110
PA0323	chromosome	363278	364321	-	1044	13	10	105	92	12	14	9	7	25	37	6	14	28	16	18	4	8	4	3	15	82	84	27	44
PA0324	chromosome	364369	365157	-	789	5	0	54	55	28	14	2	0	32	52	8	14	40	47	2	2	4	3	9	2	44	39	34	32
PA0325	chromosome	365154	366083	-	930	11	13	31	71	29	18	14	11	25	47	29	20	52	39	20	4	14	12	15	7	73	84	36	71
PA0326	chromosome	366080	367129	-	1050	11	4	38	34	11	2	18	9	29	22	13	11	22	13	8	13	18	7	4	19	38	36	26	28
PA0327	chromosome	367457	368422	+	966	13	2	295	300	132	50	24	27	100	215	95	93	198	172	9	15	33	17	26	20	228	172	174	225
PA0328	chromosome	368462	370405	-	1944	94	55	3063	3292	212	103	43	44	299	377	140	139	391	327	46	32	124	49	63	47	1981	1905	414	405
PA0329	chromosome	370706	371038	-	333	163	104	2160	2240	1734	808	106	79	1823	2657	1192	1119	16637	1677	82	87	271	135	148	124	727	678	853	1390
PA0330	chromosome	371162	371833	-	672	160	103	398	345	225	121	133	111	231	378	216	171	463	383	120	127	210	157	173	159	587	587	494	728
PA0331	chromosome	372091	373605	+	1515	195	219	726	777	316	109	189	144	307	556	203	181	428	429	166	130	216	189	265	168	1310	1367	837	888
PA0332	chromosome	373725	374192	+	468	50	36	290	333	286	144	19	22	360	472	311	195	525	417	22	35	56	28	45	31	234	217	289	239
PA0333	chromosome	374243	375514	+	1272	83	34	521	569	245	105	37	40	275	422	218	186	380	345	39	28	67	52	52	51	381	381	377	300
PA0334	chromosome	375951	377189	-	1239	46	36	317	283	125	71	39	69	160	191	96	94	214	208	28	36	76	69	27	46	304	259	225	227
PA0335	chromosome	377239	377892	-	654	133	109	334	341	187	106	104	80	224	325	136	129	355	255	101	82	151	90	164	130	586	566	393	519
PA0336	chromosome	378096	378575	+	480	252	200	621	805	343	142	258	171	344	428	212	257	328	407	160	163	375	184	315	267	1086	1022	977	690
PA0337	chromosome	378598	380877	+	2280	579	371	4968	4957	957	534	510	336	1062	1431	643	612	1338	1165	462	328	712	389	514	456	5069	5132	1840	1997
PA0338	chromosome	380903	382033	+	1131	33	17	181	158	125	89	24	16	140	237	114	82	171	132	24	18	32	13	26	24	168	149	180	213
PA0339	chromosome	382037	382792	-	756	35	44	190	1573	85	57	23	26	92	161	69	64	189	119	29	24	67	35	21	51	242	224	133	163
PA0340	chromosome	382914	383717	+	804	20	49	56	83	54	24	44	14	38	53	28	26	70	45	27	22	43	12	23	24	79	71	122	125
PA0341	chromosome	383727	384527	+	801	75	68	307	318	124	51	76	64	125	151	64	86	179	129	36	42	88	70	71	66	421	452	233	224
PA0342	chromosome	384733	385527	+	795	140	132	257	303	258	107	161	122	265	335	135	139	323	282	145	99	221	138	200	179	541	466	465	566
PA0343	chromosome	385554	386351	-	798	40	34	201	296	111	55	42	26	110	195	90	57	144	145	34	31	41	21	44	23	246	269	208	289
PA0344	chromosome	386386	387765	-	1380	42	46	536	680	150	62	54	31	195	312	676	94	280	240	32	22	77	25	61	63	401	510	206	184
PA0345	chromosome	387758	389143	-	1386	37	33	263	263	125	53	37	26	192	216	98	76	248	233	49	30	57	26	29	37	288	287	169	175
PA0346	chromosome	389334	389696	+	363	4	8	33	16	14	19	4	2	50	66	26	18	69	40	2	2	8	14	6	6	77	44	61	46
PA0347	chromosome	389733	390884	-	1152	13	11	116	151	44	26	19	10	68	80	29	63	82	69	7	5	10	14	11	13	87	88	57	78
PA0348	chromosome	391094	392188	+	1095	6	4	55	46	18	26	9	5	39	23	5	8	21	10	4	0	9	12	6	8	44	61	6	43
PA0349	chromosome	392185	393225	+	1041	8	0	33	29	26	8	2	0	16	24	16	10	21	15	2	4	2	3	8	2	33	38	24	12
PA0350	chromosome	393308	393814	+	507	13	21	98	120	32	12	22	16	43	72	23	14	41	51	27	20	22	16	25	25	177	152	99	93
PA0351	chromosome	393830	394303	-	474	25	16	157	178	64	35	36	30	75	87	58	41	97	65	26	26	40	38	42	28	285	257	162	148
PA0352	chromosome	394442	395827	-	1386	50	49	124	106	56	22	55	57	92	99	61	37	93	105	52	41	104	55	57	67	222	295	172	230
PA0353	chromosome	396057	397895	-	1839	426	325	2113	2210	685	323	373	386	780	1262	523	418	1048	924	433	296	602	395	497	498	2461	2457	1292	1627
PA0354	chromosome	398224	399420	-	1197	195	178	244	314	158	59	139	108	180	267	118	105	377	353	168	112	232	169	184	182	540	668	625	659
PA0355	chromosome	399493	400032	-	540	17	7	264	295	317	99	15	5	298	470	179	212	490	386	15	17	32	8	27	20	155	157	126	207
PA0356	chromosome	400248	401072	+	825	46	52	80	139	76	29	30	11	80	126	54	53	113	69	43	36	42	57	65	54	252	203	116	340
PA0357	chromosome	401131	401943	+	813	123	92	239	285	159	74	73	93	170	267	117	115	200	203	96	92	176	92	118	120	455	459	413	395
PA0358	chromosome	402020	402598	+	579	15	25	65	76	63	26	29	20	70	120	44	58	75	80	19	13	44	27	16	26	128	127	91	116
